01/14/2022 12:35:00, 68.4, 41.1,1020.9
01/14/2022 12:40:00, 68.2, 41.2,1020.8
01/14/2022 12:45:00, 68.7, 41.2,1020.7
01/14/2022 12:50:00, 69.6, 41.2,1020.7
01/14/2022 12:55:00, 70.1, 43.1,1020.7
01/14/2022 13:00:00, 69.3, 40.3,1020.6
01/14/2022 13:05:00, 69.0, 40.7,1020.6
01/14/2022 13:10:00, 69.2, 41.1,1020.6
01/14/2022 13:15:00, 69.0, 40.5,1020.5
01/14/2022 13:20:00, 68.7, 40.0,1020.5
01/14/2022 13:25:00, 68.8, 40.2,1020.6
01/14/2022 13:30:00, 68.6, 40.2,1020.5
01/14/2022 13:35:00, 68.7, 40.5,1020.6
01/14/2022 13:40:00, 68.6, 41.0,1020.6
01/14/2022 13:45:00, 68.5, 40.6,1020.6
01/14/2022 13:50:00, 68.2, 40.5,1020.6
01/14/2022 13:55:00, 69.2, 42.2,1020.6
01/14/2022 14:00:00, 69.7, 43.1,1020.7
